date,London_total,City of London,City of Westminster,London Borough of Barking and Dagenham,London Borough of Barnet,London Borough of Bexley,London Borough of Brent,London Borough of Bromley,London Borough of Camden,London Borough of Croydon,London Borough of Ealing,London Borough of Enfield,London Borough of Hackney,London Borough of Hammersmith and Fulham,London Borough of Haringey,London Borough of Harrow,London Borough of Havering,London Borough of Hillingdon,London Borough of Hounslow,London Borough of Islington,London Borough of Lambeth,London Borough of Lewisham,London Borough of Merton,London Borough of Newham,London Borough of Redbridge,London Borough of Richmond upon Thames,London Borough of Southwark,London Borough of Sutton,London Borough of Tower Hamlets,London Borough of Waltham Forest,London Borough of Wandsworth,Royal Borough of Greenwich,Royal Borough of Kensington and Chelsea,Royal Borough of Kingston upon Thames
2020-10-31,-15.0,-37.0,-37.0,-9.0,-8.0,-6.0,-10.0,-3.0,-34.0,-5.0,-9.0,-8.0,-12.0,-22.0,-17.0,-6.0,-7.0,-8.0,-5.0,-11.0,-11.0,-5.0,-12.0,-13.0,-12.0,-6.0,-17.0,-11.0,-17.0,-6.0,-13.0,-10.0,-16.0,-14.0
2020-11-01,-16.0,-39.0,-33.0,-9.0,-11.0,-14.0,-6.0,-10.0,-33.0,-9.0,-5.0,-8.0,-15.0,-27.0,-17.0,-8.0,-2.0,-9.0,-6.0,-18.0,-14.0,-8.0,-18.0,-10.0,-9.0,-10.0,-14.0,-12.0,-31.0,-7.0,-18.0,-10.0,-15.0,-16.0
2020-11-02,-9.0,-64.0,-32.0,-2.0,-3.0,-1.0,-1.0,2.0,-35.0,2.0,-3.0,-2.0,-7.0,-21.0,-11.0,0.0,2.0,-1.0,-2.0,-22.0,-11.0,0.0,-9.0,-2.0,-2.0,-3.0,-11.0,0.0,-16.0,0.0,-10.0,1.0,-7.0,-10.0
2020-11-03,-11.0,-60.0,-33.0,-7.0,-6.0,1.0,-4.0,4.0,-32.0,3.0,-6.0,-3.0,-7.0,-19.0,-10.0,-1.0,1.0,-3.0,-6.0,-21.0,-10.0,3.0,-16.0,-4.0,2.0,-1.0,-12.0,-4.0,-17.0,-3.0,-10.0,-2.0,-6.0,-10.0
2020-11-04,-8.0,-57.0,-28.0,3.0,-4.0,2.0,2.0,3.0,-32.0,1.0,-1.0,1.0,-1.0,-13.0,-8.0,2.0,2.0,-2.0,-5.0,-21.0,-8.0,8.0,-15.0,-2.0,0.0,-2.0,-9.0,2.0,-16.0,2.0,-7.0,3.0,-2.0,-9.0
2020-11-05,-18.0,-74.0,-49.0,-6.0,-10.0,-12.0,-8.0,-11.0,-38.0,-6.0,-9.0,-6.0,-4.0,-24.0,-15.0,-12.0,-12.0,-10.0,-13.0,-20.0,-15.0,-1.0,-20.0,-15.0,-13.0,-9.0,-21.0,-15.0,-27.0,-5.0,-12.0,-11.0,-13.0,-25.0
2020-11-06,-15.0,-74.0,-48.0,-1.0,-9.0,-9.0,-4.0,-6.0,-35.0,-3.0,-9.0,-6.0,-1.0,-24.0,-11.0,-7.0,-12.0,-9.0,-10.0,-17.0,-10.0,-1.0,-13.0,-13.0,-7.0,-4.0,-16.0,-13.0,-20.0,-5.0,-8.0,-8.0,-13.0,-17.0
2020-11-07,-18.0,-62.0,-50.0,-8.0,-10.0,-12.0,-11.0,-10.0,-38.0,-9.0,-11.0,-12.0,-6.0,-25.0,-16.0,-10.0,-18.0,-13.0,-8.0,-8.0,-13.0,-6.0,-17.0,-19.0,-13.0,-3.0,-18.0,-18.0,-22.0,-5.0,-12.0,-10.0,-16.0,-19.0
2020-11-08,-23.0,-69.0,-51.0,-15.0,-18.0,-18.0,-10.0,-16.0,-41.0,-17.0,-14.0,-16.0,-17.0,-34.0,-23.0,-15.0,-22.0,-18.0,-21.0,-19.0,-20.0,-14.0,-27.0,-23.0,-13.0,-13.0,-21.0,-20.0,-39.0,-11.0,-27.0,-16.0,-21.0,-26.0
2020-11-09,-19.0,-75.0,-47.0,-8.0,-12.0,-12.0,-8.0,-12.0,-43.0,-10.0,-12.0,-11.0,-14.0,-33.0,-18.0,-9.0,-13.0,-11.0,-13.0,-27.0,-21.0,-9.0,-20.0,-16.0,-12.0,-12.0,-19.0,-12.0,-25.0,-8.0,-18.0,-11.0,-14.0,-21.0
2020-11-10,-16.0,-73.0,-46.0,-9.0,-11.0,-7.0,-5.0,-5.0,-36.0,-3.0,-9.0,-7.0,-8.0,-25.0,-13.0,-4.0,-8.0,-7.0,-11.0,-21.0,-13.0,-1.0,-16.0,-12.0,-5.0,-2.0,-16.0,-11.0,-20.0,-7.0,-12.0,-8.0,-9.0,-18.0
2020-11-11,-17.0,-72.0,-46.0,-2.0,-11.0,-7.0,-4.0,-9.0,-39.0,-7.0,-11.0,-7.0,-9.0,-28.0,-14.0,-6.0,-12.0,-11.0,-12.0,-22.0,-15.0,-2.0,-18.0,-14.0,-7.0,-5.0,-17.0,-3.0,-22.0,-5.0,-12.0,-5.0,-10.0,-19.0
2020-11-12,-13.0,-73.0,-46.0,-2.0,-8.0,-3.0,-1.0,-5.0,-34.0,0.0,-4.0,-2.0,-2.0,-23.0,-11.0,-4.0,-4.0,-2.0,-5.0,-18.0,-12.0,4.0,-15.0,-10.0,-8.0,0.0,-15.0,-7.0,-20.0,-1.0,-7.0,-3.0,-8.0,-17.0
2020-11-13,-11.0,-71.0,-45.0,2.0,-8.0,-1.0,2.0,0.0,-32.0,1.0,-5.0,-2.0,4.0,-23.0,-8.0,4.0,-7.0,-1.0,-4.0,-16.0,-5.0,4.0,-6.0,-8.0,-2.0,0.0,-11.0,-2.0,-15.0,-3.0,-3.0,-3.0,-6.0,-12.0
2020-11-14,-21.0,-63.0,-54.0,-11.0,-17.0,-10.0,-15.0,-10.0,-43.0,-11.0,-15.0,-14.0,-12.0,-32.0,-20.0,-14.0,-17.0,-17.0,-11.0,-12.0,-15.0,-8.0,-17.0,-20.0,-14.0,-9.0,-21.0,-16.0,-26.0,-10.0,-13.0,-13.0,-22.0,-22.0
2020-11-15,-22.0,-65.0,-48.0,-15.0,-16.0,-18.0,-9.0,-15.0,-39.0,-15.0,-13.0,-14.0,-14.0,-31.0,-21.0,-15.0,-20.0,-16.0,-20.0,-16.0,-18.0,-13.0,-22.0,-20.0,-16.0,-6.0,-20.0,-18.0,-35.0,-10.0,-27.0,-16.0,-15.0,-23.0
2020-11-16,-17.0,-74.0,-45.0,-8.0,-13.0,-11.0,-7.0,-10.0,-41.0,-7.0,-12.0,-8.0,-13.0,-29.0,-17.0,-8.0,-11.0,-9.0,-12.0,-28.0,-16.0,-7.0,-14.0,-14.0,-12.0,-9.0,-18.0,-10.0,-24.0,-8.0,-18.0,-8.0,-10.0,-20.0
2020-11-17,-16.0,-72.0,-45.0,-9.0,-12.0,-6.0,-7.0,-3.0,-36.0,-3.0,-12.0,-8.0,-10.0,-27.0,-12.0,-8.0,-8.0,-9.0,-13.0,-23.0,-13.0,-2.0,-16.0,-13.0,-4.0,-4.0,-17.0,-10.0,-21.0,-8.0,-13.0,-7.0,-8.0,-17.0
2020-11-18,-17.0,-72.0,-46.0,-1.0,-12.0,-7.0,-6.0,-12.0,-39.0,-6.0,-11.0,-7.0,-7.0,-27.0,-13.0,-9.0,-11.0,-11.0,-12.0,-23.0,-14.0,-1.0,-17.0,-13.0,-9.0,-9.0,-17.0,-9.0,-23.0,-5.0,-13.0,-8.0,-11.0,-20.0
2020-11-19,-16.0,-74.0,-47.0,-6.0,-11.0,-6.0,-5.0,-13.0,-36.0,-5.0,-5.0,-3.0,-5.0,-24.0,-11.0,-10.0,-6.0,-6.0,-10.0,-20.0,-13.0,-1.0,-16.0,-14.0,-13.0,-4.0,-18.0,-9.0,-23.0,-5.0,-10.0,-7.0,-10.0,-17.0
2020-11-20,-13.0,-72.0,-45.0,2.0,-9.0,-2.0,-4.0,-8.0,-32.0,0.0,-4.0,0.0,-1.0,-23.0,-7.0,-5.0,-7.0,-5.0,-9.0,-17.0,-8.0,3.0,-7.0,-11.0,-8.0,0.0,-13.0,-5.0,-17.0,-2.0,-4.0,-4.0,-8.0,-15.0
2020-11-21,-16.0,-56.0,-45.0,-6.0,-9.0,-7.0,-8.0,-13.0,-35.0,-6.0,-9.0,-7.0,-5.0,-26.0,-14.0,-8.0,-12.0,-10.0,-5.0,-6.0,-9.0,-6.0,-13.0,-15.0,-12.0,2.0,-15.0,-13.0,-21.0,-2.0,-8.0,-9.0,-11.0,-12.0
2020-11-22,-18.0,-62.0,-41.0,-11.0,-14.0,-13.0,-6.0,-18.0,-34.0,-11.0,-7.0,-8.0,-10.0,-30.0,-20.0,-12.0,-15.0,-12.0,-18.0,-14.0,-13.0,-10.0,-17.0,-19.0,-12.0,-2.0,-16.0,-15.0,-33.0,-6.0,-25.0,-9.0,-8.0,-19.0
2020-11-23,-16.0,-74.0,-43.0,-7.0,-10.0,-8.0,-6.0,-14.0,-39.0,-7.0,-9.0,-6.0,-11.0,-28.0,-15.0,-7.0,-8.0,-5.0,-10.0,-24.0,-16.0,-8.0,-14.0,-12.0,-10.0,-7.0,-17.0,-10.0,-23.0,-5.0,-16.0,-8.0,-6.0,-17.0
2020-11-24,-16.0,-73.0,-45.0,-8.0,-11.0,-5.0,-7.0,-10.0,-36.0,-2.0,-10.0,-6.0,-10.0,-25.0,-13.0,-8.0,-6.0,-7.0,-11.0,-24.0,-14.0,-2.0,-14.0,-11.0,-4.0,-5.0,-16.0,-10.0,-20.0,-6.0,-12.0,-9.0,-8.0,-15.0
2020-11-25,-18.0,-75.0,-50.0,-1.0,-14.0,-7.0,-6.0,-12.0,-42.0,-8.0,-14.0,-8.0,-11.0,-28.0,-15.0,-9.0,-12.0,-10.0,-11.0,-23.0,-14.0,-2.0,-16.0,-15.0,-12.0,-14.0,-19.0,-7.0,-23.0,-3.0,-14.0,-10.0,-15.0,-20.0
2020-11-26,-15.0,-75.0,-49.0,-2.0,-11.0,-2.0,-4.0,-9.0,-38.0,-1.0,-6.0,-3.0,-6.0,-23.0,-12.0,-9.0,-4.0,-2.0,-8.0,-18.0,-13.0,1.0,-12.0,-12.0,-13.0,-8.0,-17.0,-7.0,-22.0,-1.0,-10.0,-5.0,-8.0,-16.0
2020-11-27,-12.0,-74.0,-49.0,4.0,-11.0,1.0,-2.0,-2.0,-36.0,1.0,-8.0,-2.0,-2.0,-23.0,-9.0,-2.0,-6.0,-2.0,-6.0,-16.0,-6.0,3.0,-2.0,-10.0,-8.0,-6.0,-11.0,-6.0,-17.0,-1.0,-5.0,-4.0,-13.0,-11.0
2020-11-28,-16.0,-58.0,-47.0,-5.0,-14.0,-6.0,-7.0,-8.0,-38.0,-4.0,-11.0,-9.0,-6.0,-27.0,-16.0,-8.0,-13.0,-9.0,-4.0,-6.0,-7.0,-4.0,-11.0,-16.0,-11.0,-6.0,-14.0,-9.0,-20.0,-1.0,-8.0,-8.0,-12.0,-15.0
2020-11-29,-21.0,-66.0,-47.0,-11.0,-20.0,-13.0,-9.0,-16.0,-41.0,-13.0,-12.0,-13.0,-16.0,-33.0,-24.0,-15.0,-16.0,-15.0,-20.0,-16.0,-17.0,-12.0,-20.0,-22.0,-15.0,-13.0,-17.0,-15.0,-35.0,-6.0,-26.0,-15.0,-16.0,-20.0
2020-11-30,-16.0,-75.0,-47.0,-5.0,-13.0,-4.0,-6.0,-7.0,-42.0,-5.0,-10.0,-7.0,-12.0,-28.0,-17.0,-8.0,-8.0,-5.0,-7.0,-24.0,-17.0,-6.0,-11.0,-13.0,-11.0,-10.0,-17.0,-5.0,-22.0,-2.0,-14.0,-9.0,-12.0,-16.0
2020-12-01,-14.0,-72.0,-44.0,-8.0,-12.0,-2.0,-4.0,-3.0,-36.0,0.0,-10.0,-7.0,-8.0,-23.0,-10.0,-7.0,-5.0,-4.0,-7.0,-20.0,-12.0,1.0,-12.0,-12.0,-3.0,-5.0,-14.0,-6.0,-18.0,-3.0,-10.0,-7.0,-8.0,-16.0
2020-12-02,-13.0,-64.0,-31.0,-2.0,-8.0,-2.0,-5.0,1.0,-35.0,-4.0,-8.0,-8.0,-5.0,-22.0,-13.0,-2.0,-2.0,-8.0,-10.0,-24.0,-13.0,2.0,-14.0,-12.0,-8.0,-5.0,-16.0,-1.0,-21.0,-1.0,-11.0,-2.0,-10.0,-10.0
2020-12-03,-18.0,-65.0,-38.0,-12.0,-13.0,-8.0,-13.0,-4.0,-40.0,-8.0,-9.0,-10.0,-11.0,-22.0,-18.0,-11.0,-5.0,-8.0,-15.0,-25.0,-19.0,-1.0,-17.0,-18.0,-17.0,-12.0,-23.0,-9.0,-28.0,-9.0,-13.0,-9.0,-12.0,-12.0
2020-12-04,-9.0,-60.0,-26.0,-1.0,-4.0,-1.0,-1.0,8.0,-28.0,2.0,-3.0,-2.0,-2.0,-15.0,-10.0,3.0,2.0,-3.0,-7.0,-16.0,-8.0,4.0,-3.0,-6.0,-5.0,3.0,-9.0,-2.0,-14.0,-2.0,-5.0,0.0,-4.0,-2.0
2020-12-05,-10.0,-25.0,-5.0,-8.0,-6.0,-4.0,-7.0,5.0,-28.0,-2.0,-5.0,-7.0,-3.0,-16.0,-15.0,3.0,-1.0,-8.0,-3.0,-7.0,-11.0,-3.0,-9.0,-11.0,-8.0,2.0,-12.0,-7.0,-14.0,1.0,-8.0,-3.0,-3.0,1.0
2020-12-06,-15.0,-36.0,-17.0,-16.0,-11.0,-11.0,-8.0,-2.0,-31.0,-8.0,-8.0,-11.0,-13.0,-25.0,-20.0,-6.0,-1.0,-11.0,-5.0,-16.0,-15.0,-9.0,-15.0,-19.0,-12.0,-2.0,-13.0,-9.0,-31.0,-7.0,-17.0,-8.0,-9.0,-9.0
2020-12-07,-12.0,-64.0,-26.0,-7.0,-6.0,-2.0,-6.0,2.0,-39.0,-3.0,-6.0,-7.0,-11.0,-22.0,-15.0,-1.0,-3.0,-6.0,-8.0,-25.0,-15.0,-5.0,-9.0,-8.0,-7.0,-3.0,-15.0,-2.0,-20.0,-3.0,-14.0,-3.0,-5.0,-6.0
2020-12-08,-12.0,-63.0,-29.0,-8.0,-8.0,0.0,-8.0,8.0,-34.0,1.0,-7.0,-6.0,-10.0,-19.0,-13.0,-3.0,1.0,-5.0,-8.0,-23.0,-12.0,1.0,-11.0,-9.0,-3.0,-1.0,-15.0,-2.0,-18.0,-5.0,-11.0,-5.0,-7.0,-8.0
2020-12-09,-12.0,-62.0,-27.0,-3.0,-6.0,-3.0,-4.0,3.0,-34.0,-3.0,-6.0,-6.0,-8.0,-21.0,-13.0,-1.0,-1.0,-5.0,-8.0,-23.0,-12.0,4.0,-13.0,-10.0,-8.0,-2.0,-16.0,1.0,-22.0,-2.0,-11.0,-2.0,-6.0,-5.0
2020-12-10,-11.0,-59.0,-27.0,-3.0,-5.0,1.0,-4.0,6.0,-31.0,1.0,-3.0,-2.0,-5.0,-16.0,-11.0,-1.0,1.0,-2.0,-5.0,-19.0,-12.0,3.0,-10.0,-8.0,-7.0,2.0,-14.0,-1.0,-19.0,0.0,-8.0,1.0,-4.0,-6.0
2020-12-11,-9.0,-57.0,-20.0,-1.0,-6.0,3.0,-4.0,7.0,-27.0,1.0,-4.0,-5.0,-2.0,-16.0,-10.0,1.0,3.0,-3.0,-7.0,-17.0,-7.0,4.0,-3.0,-8.0,-5.0,4.0,-10.0,-2.0,-15.0,-3.0,-6.0,0.0,-2.0,-1.0
2020-12-12,-11.0,-17.0,-5.0,-10.0,-6.0,-4.0,-9.0,6.0,-28.0,-4.0,-6.0,-9.0,-4.0,-17.0,-16.0,-1.0,-1.0,-8.0,-2.0,-5.0,-10.0,-4.0,-10.0,-14.0,-11.0,0.0,-13.0,-8.0,-15.0,-2.0,-10.0,-4.0,-5.0,-3.0
2020-12-13,-18.0,-38.0,-21.0,-16.0,-14.0,-14.0,-13.0,-3.0,-34.0,-13.0,-10.0,-15.0,-19.0,-25.0,-24.0,-11.0,-4.0,-13.0,-13.0,-18.0,-19.0,-11.0,-19.0,-19.0,-15.0,-8.0,-15.0,-10.0,-35.0,-11.0,-20.0,-13.0,-10.0,-13.0
2020-12-14,-12.0,-63.0,-25.0,-6.0,-5.0,-2.0,-4.0,7.0,-37.0,-3.0,-6.0,-4.0,-14.0,-21.0,-16.0,1.0,0.0,-2.0,-5.0,-25.0,-16.0,-5.0,-9.0,-11.0,-5.0,-1.0,-17.0,0.0,-24.0,-4.0,-14.0,-3.0,-8.0,-4.0
2020-12-15,-7.0,-56.0,-19.0,-6.0,-5.0,5.0,0.0,13.0,-29.0,6.0,-2.0,-3.0,-5.0,-14.0,-8.0,6.0,7.0,1.0,-4.0,-18.0,-8.0,6.0,-6.0,-2.0,5.0,7.0,-8.0,6.0,-15.0,0.0,-9.0,-4.0,-1.0,0.0
2020-12-16,-12.0,-65.0,-33.0,1.0,-6.0,1.0,-3.0,7.0,-36.0,0.0,-6.0,-5.0,-7.0,-18.0,-12.0,0.0,-1.0,-3.0,-5.0,-21.0,-10.0,5.0,-10.0,-10.0,-6.0,-2.0,-14.0,2.0,-21.0,-1.0,-11.0,0.0,-7.0,-8.0
2020-12-17,-6.0,-63.0,-29.0,0.0,1.0,5.0,3.0,12.0,-30.0,7.0,2.0,5.0,2.0,-12.0,-5.0,4.0,9.0,7.0,2.0,-14.0,-6.0,11.0,-6.0,-2.0,-4.0,10.0,-10.0,4.0,-15.0,6.0,-2.0,5.0,2.0,-2.0
2020-12-18,-9.0,-62.0,-31.0,-1.0,-3.0,2.0,-2.0,12.0,-31.0,1.0,-4.0,-1.0,-2.0,-16.0,-7.0,1.0,5.0,0.0,-3.0,-18.0,-8.0,6.0,0.0,-5.0,-5.0,6.0,-10.0,0.0,-15.0,1.0,-7.0,-1.0,-1.0,-3.0
2020-12-19,-10.0,-38.0,-25.0,-6.0,-1.0,3.0,-5.0,11.0,-34.0,3.0,-2.0,-3.0,-5.0,-14.0,-11.0,1.0,2.0,-3.0,1.0,-7.0,-8.0,2.0,-3.0,-10.0,-7.0,7.0,-15.0,-1.0,-16.0,1.0,-9.0,-2.0,-5.0,2.0
2020-12-20,-18.0,-65.0,-43.0,-10.0,-13.0,-9.0,-4.0,-6.0,-40.0,-5.0,-6.0,-6.0,-16.0,-31.0,-15.0,-11.0,-9.0,-11.0,-13.0,-17.0,-15.0,-4.0,-16.0,-20.0,-11.0,-2.0,-15.0,-8.0,-39.0,-1.0,-26.0,-12.0,-8.0,-18.0
2020-12-21,-5.0,-72.0,-43.0,5.0,4.0,15.0,8.0,22.0,-38.0,12.0,4.0,9.0,-6.0,-25.0,-5.0,6.0,13.0,11.0,9.0,-20.0,-3.0,10.0,6.0,-4.0,3.0,19.0,-8.0,21.0,-20.0,14.0,-5.0,10.0,-1.0,3.0
2020-12-22,-3.0,-71.0,-44.0,7.0,7.0,19.0,12.0,30.0,-31.0,21.0,6.0,14.0,-1.0,-18.0,3.0,9.0,16.0,16.0,9.0,-14.0,3.0,20.0,9.0,1.0,15.0,23.0,-4.0,22.0,-15.0,18.0,0.0,13.0,0.0,4.0
2020-12-23,4.0,-72.0,-43.0,29.0,17.0,30.0,25.0,36.0,-29.0,25.0,13.0,24.0,13.0,-11.0,13.0,20.0,21.0,23.0,18.0,-4.0,13.0,32.0,15.0,10.0,19.0,27.0,7.0,34.0,-12.0,32.0,9.0,25.0,8.0,11.0
2020-12-24,3.0,-77.0,-48.0,27.0,15.0,23.0,27.0,23.0,-30.0,27.0,16.0,24.0,21.0,-11.0,16.0,20.0,20.0,24.0,14.0,-3.0,13.0,37.0,7.0,11.0,16.0,19.0,5.0,22.0,-13.0,27.0,3.0,23.0,5.0,6.0
2020-12-25,-84.0,-97.0,-86.0,-83.0,-80.0,-92.0,-76.0,-92.0,-91.0,-86.0,-79.0,-80.0,-77.0,-85.0,-78.0,-83.0,-93.0,-84.0,-82.0,-86.0,-86.0,-83.0,-89.0,-77.0,-78.0,-91.0,-87.0,-90.0,-78.0,-81.0,-88.0,-84.0,-85.0,-89.0
2020-12-26,-58.0,-85.0,-72.0,-57.0,-52.0,-60.0,-49.0,-60.0,-72.0,-54.0,-52.0,-54.0,-56.0,-63.0,-56.0,-47.0,-62.0,-51.0,-52.0,-59.0,-56.0,-54.0,-58.0,-52.0,-49.0,-56.0,-63.0,-62.0,-58.0,-54.0,-62.0,-55.0,-54.0,-64.0
2020-12-27,-32.0,-75.0,-50.0,-25.0,-24.0,-28.0,-18.0,-25.0,-49.0,-24.0,-22.0,-22.0,-33.0,-44.0,-34.0,-26.0,-31.0,-23.0,-28.0,-33.0,-36.0,-27.0,-31.0,-32.0,-25.0,-20.0,-35.0,-22.0,-47.0,-20.0,-41.0,-26.0,-23.0,-31.0
2020-12-28,-31.0,-89.0,-62.0,-22.0,-23.0,-22.0,-17.0,-18.0,-57.0,-23.0,-25.0,-23.0,-32.0,-48.0,-31.0,-21.0,-24.0,-17.0,-22.0,-45.0,-35.0,-24.0,-28.0,-25.0,-20.0,-25.0,-34.0,-19.0,-42.0,-17.0,-33.0,-22.0,-31.0,-32.0
2020-12-29,-21.0,-83.0,-55.0,-12.0,-13.0,-7.0,-8.0,-3.0,-47.0,-7.0,-16.0,-9.0,-19.0,-34.0,-16.0,-10.0,-11.0,-8.0,-13.0,-34.0,-21.0,-6.0,-17.0,-14.0,-7.0,-9.0,-22.0,-4.0,-31.0,-5.0,-21.0,-10.0,-20.0,-19.0
2020-12-30,-14.0,-81.0,-52.0,3.0,-4.0,-4.0,4.0,2.0,-44.0,-2.0,-8.0,0.0,-8.0,-29.0,-8.0,-1.0,-6.0,-2.0,-6.0,-26.0,-11.0,3.0,-10.0,-7.0,-3.0,-3.0,-15.0,2.0,-25.0,7.0,-12.0,1.0,-14.0,-10.0
2020-12-31,-7.0,-82.0,-53.0,10.0,3.0,7.0,12.0,10.0,-38.0,8.0,6.0,11.0,6.0,-22.0,2.0,6.0,6.0,11.0,2.0,-13.0,1.0,19.0,-4.0,0.0,3.0,5.0,-7.0,7.0,-21.0,14.0,-1.0,9.0,-7.0,-3.0
2021-01-01,-61.0,-95.0,-76.0,-60.0,-59.0,-58.0,-54.0,-59.0,-73.0,-57.0,-58.0,-57.0,-54.0,-69.0,-59.0,-56.0,-63.0,-55.0,-60.0,-68.0,-59.0,-54.0,-62.0,-58.0,-54.0,-62.0,-65.0,-59.0,-59.0,-58.0,-61.0,-55.0,-65.0,-65.0
2021-01-02,-31.0,-73.0,-56.0,-22.0,-26.0,-21.0,-24.0,-18.0,-50.0,-20.0,-25.0,-25.0,-26.0,-42.0,-31.0,-25.0,-25.0,-23.0,-21.0,-25.0,-29.0,-23.0,-27.0,-32.0,-25.0,-21.0,-38.0,-24.0,-38.0,-20.0,-27.0,-24.0,-30.0,-28.0
2021-01-03,-33.0,-74.0,-54.0,-30.0,-28.0,-27.0,-23.0,-24.0,-49.0,-26.0,-21.0,-23.0,-27.0,-43.0,-33.0,-27.0,-29.0,-24.0,-31.0,-29.0,-30.0,-24.0,-32.0,-35.0,-27.0,-25.0,-33.0,-27.0,-45.0,-22.0,-38.0,-29.0,-30.0,-33.0
2021-01-04,-25.0,-77.0,-51.0,-17.0,-18.0,-18.0,-15.0,-17.0,-49.0,-17.0,-16.0,-18.0,-21.0,-37.0,-25.0,-17.0,-20.0,-14.0,-16.0,-34.0,-24.0,-16.0,-22.0,-22.0,-19.0,-19.0,-27.0,-18.0,-32.0,-13.0,-24.0,-18.0,-22.0,-26.0
2021-01-05,-29.0,-81.0,-56.0,-22.0,-25.0,-20.0,-20.0,-18.0,-48.0,-16.0,-21.0,-20.0,-22.0,-37.0,-25.0,-22.0,-21.0,-18.0,-24.0,-35.0,-24.0,-15.0,-28.0,-25.0,-18.0,-23.0,-31.0,-23.0,-34.0,-18.0,-27.0,-22.0,-25.0,-30.0
2021-01-06,-27.0,-80.0,-54.0,-13.0,-20.0,-19.0,-14.0,-18.0,-47.0,-19.0,-20.0,-19.0,-17.0,-35.0,-23.0,-21.0,-23.0,-18.0,-23.0,-36.0,-20.0,-13.0,-26.0,-22.0,-17.0,-26.0,-29.0,-19.0,-33.0,-14.0,-23.0,-18.0,-23.0,-29.0
