date,London_total,City of London,City of Westminster,London Borough of Barking and Dagenham,London Borough of Barnet,London Borough of Bexley,London Borough of Brent,London Borough of Bromley,London Borough of Camden,London Borough of Croydon,London Borough of Ealing,London Borough of Enfield,London Borough of Hackney,London Borough of Hammersmith and Fulham,London Borough of Haringey,London Borough of Harrow,London Borough of Havering,London Borough of Hillingdon,London Borough of Hounslow,London Borough of Islington,London Borough of Lambeth,London Borough of Lewisham,London Borough of Merton,London Borough of Newham,London Borough of Redbridge,London Borough of Richmond upon Thames,London Borough of Southwark,London Borough of Sutton,London Borough of Tower Hamlets,London Borough of Waltham Forest,London Borough of Wandsworth,Royal Borough of Greenwich,Royal Borough of Kensington and Chelsea,Royal Borough of Kingston upon Thames
2021-01-07,-27.0,-81.0,-56.0,-17.0,-20.0,-17.0,-17.0,-19.0,-46.0,-16.0,-17.0,-18.0,-18.0,-34.0,-23.0,-23.0,-19.0,-15.0,-21.0,-33.0,-22.0,-12.0,-27.0,-25.0,-20.0,-23.0,-31.0,-22.0,-34.0,-14.0,-23.0,-18.0,-23.0,-29.0
2021-01-08,-28.0,-80.0,-56.0,-17.0,-23.0,-19.0,-18.0,-18.0,-46.0,-17.0,-22.0,-20.0,-16.0,-36.0,-24.0,-22.0,-23.0,-21.0,-24.0,-34.0,-21.0,-15.0,-22.0,-26.0,-23.0,-23.0,-30.0,-22.0,-33.0,-19.0,-22.0,-21.0,-27.0,-30.0
2021-01-09,-27.0,-67.0,-58.0,-19.0,-21.0,-17.0,-21.0,-17.0,-48.0,-17.0,-20.0,-22.0,-19.0,-35.0,-27.0,-21.0,-24.0,-22.0,-18.0,-22.0,-21.0,-16.0,-24.0,-27.0,-22.0,-19.0,-31.0,-24.0,-32.0,-15.0,-21.0,-21.0,-28.0,-28.0
2021-01-10,-34.0,-75.0,-60.0,-28.0,-29.0,-27.0,-22.0,-25.0,-51.0,-25.0,-23.0,-25.0,-28.0,-41.0,-34.0,-27.0,-30.0,-26.0,-33.0,-31.0,-29.0,-25.0,-35.0,-34.0,-26.0,-27.0,-34.0,-29.0,-49.0,-21.0,-38.0,-31.0,-33.0,-36.0
2021-01-11,-28.0,-80.0,-54.0,-20.0,-22.0,-22.0,-18.0,-20.0,-50.0,-20.0,-20.0,-22.0,-24.0,-39.0,-26.0,-23.0,-23.0,-20.0,-23.0,-38.0,-26.0,-20.0,-25.0,-24.0,-22.0,-25.0,-29.0,-23.0,-34.0,-18.0,-28.0,-20.0,-24.0,-30.0
2021-01-12,-30.0,-80.0,-58.0,-22.0,-26.0,-21.0,-21.0,-19.0,-48.0,-19.0,-22.0,-23.0,-24.0,-36.0,-25.0,-24.0,-23.0,-21.0,-25.0,-38.0,-25.0,-17.0,-28.0,-26.0,-17.0,-27.0,-31.0,-25.0,-34.0,-19.0,-27.0,-23.0,-26.0,-30.0
2021-01-13,-32.0,-81.0,-58.0,-19.0,-27.0,-26.0,-21.0,-24.0,-51.0,-24.0,-25.0,-24.0,-24.0,-39.0,-29.0,-25.0,-31.0,-24.0,-27.0,-40.0,-27.0,-19.0,-29.0,-29.0,-25.0,-28.0,-35.0,-24.0,-39.0,-19.0,-29.0,-24.0,-29.0,-34.0
2021-01-14,-33.0,-82.0,-60.0,-22.0,-27.0,-28.0,-23.0,-28.0,-52.0,-23.0,-23.0,-24.0,-25.0,-38.0,-30.0,-28.0,-26.0,-24.0,-29.0,-39.0,-28.0,-20.0,-33.0,-32.0,-29.0,-27.0,-37.0,-29.0,-42.0,-23.0,-27.0,-26.0,-31.0,-36.0
2021-01-15,-26.0,-79.0,-55.0,-14.0,-20.0,-19.0,-16.0,-17.0,-44.0,-17.0,-20.0,-20.0,-14.0,-33.0,-23.0,-21.0,-22.0,-20.0,-23.0,-33.0,-19.0,-13.0,-21.0,-23.0,-20.0,-18.0,-28.0,-23.0,-31.0,-16.0,-18.0,-19.0,-25.0,-27.0
2021-01-16,-31.0,-71.0,-60.0,-23.0,-26.0,-23.0,-23.0,-22.0,-52.0,-23.0,-23.0,-26.0,-23.0,-35.0,-29.0,-23.0,-28.0,-26.0,-23.0,-24.0,-24.0,-21.0,-27.0,-30.0,-25.0,-20.0,-36.0,-28.0,-35.0,-19.0,-24.0,-28.0,-35.0,-30.0
2021-01-17,-30.0,-70.0,-53.0,-23.0,-25.0,-25.0,-19.0,-22.0,-46.0,-24.0,-19.0,-23.0,-24.0,-37.0,-31.0,-25.0,-27.0,-27.0,-29.0,-28.0,-24.0,-20.0,-32.0,-30.0,-21.0,-18.0,-30.0,-27.0,-44.0,-17.0,-34.0,-25.0,-27.0,-29.0
2021-01-18,-29.0,-78.0,-53.0,-19.0,-23.0,-25.0,-18.0,-22.0,-51.0,-21.0,-20.0,-24.0,-23.0,-38.0,-27.0,-23.0,-25.0,-21.0,-25.0,-39.0,-28.0,-20.0,-27.0,-24.0,-22.0,-22.0,-32.0,-26.0,-35.0,-19.0,-26.0,-21.0,-24.0,-31.0
2021-01-19,-30.0,-80.0,-57.0,-23.0,-25.0,-24.0,-20.0,-21.0,-48.0,-21.0,-24.0,-24.0,-23.0,-37.0,-26.0,-26.0,-24.0,-22.0,-26.0,-37.0,-25.0,-17.0,-31.0,-26.0,-18.0,-23.0,-33.0,-27.0,-36.0,-20.0,-28.0,-24.0,-26.0,-31.0
2021-01-20,-33.0,-81.0,-56.0,-18.0,-27.0,-26.0,-22.0,-27.0,-52.0,-29.0,-26.0,-26.0,-24.0,-38.0,-29.0,-29.0,-29.0,-27.0,-29.0,-38.0,-28.0,-19.0,-33.0,-29.0,-24.0,-27.0,-35.0,-29.0,-41.0,-20.0,-30.0,-26.0,-29.0,-35.0
2021-01-21,-26.0,-80.0,-53.0,-15.0,-20.0,-18.0,-14.0,-18.0,-45.0,-15.0,-16.0,-16.0,-14.0,-31.0,-22.0,-21.0,-19.0,-15.0,-20.0,-31.0,-21.0,-10.0,-26.0,-23.0,-20.0,-17.0,-30.0,-21.0,-35.0,-13.0,-20.0,-20.0,-20.0,-26.0
2021-01-22,-24.0,-77.0,-52.0,-12.0,-19.0,-16.0,-14.0,-13.0,-42.0,-14.0,-17.0,-17.0,-12.0,-32.0,-20.0,-18.0,-20.0,-18.0,-21.0,-29.0,-18.0,-10.0,-20.0,-20.0,-17.0,-15.0,-26.0,-21.0,-31.0,-13.0,-17.0,-17.0,-23.0,-24.0
2021-01-23,-25.0,-62.0,-55.0,-16.0,-18.0,-17.0,-18.0,-15.0,-47.0,-16.0,-17.0,-18.0,-16.0,-32.0,-25.0,-19.0,-23.0,-20.0,-17.0,-19.0,-19.0,-14.0,-23.0,-24.0,-19.0,-12.0,-29.0,-23.0,-33.0,-12.0,-18.0,-21.0,-26.0,-22.0
2021-01-24,-37.0,-77.0,-61.0,-30.0,-35.0,-31.0,-30.0,-30.0,-54.0,-33.0,-29.0,-35.0,-29.0,-43.0,-35.0,-36.0,-33.0,-39.0,-39.0,-34.0,-31.0,-26.0,-38.0,-36.0,-30.0,-30.0,-37.0,-36.0,-52.0,-24.0,-40.0,-34.0,-39.0,-38.0
2021-01-25,-26.0,-80.0,-52.0,-14.0,-22.0,-20.0,-18.0,-18.0,-47.0,-18.0,-19.0,-20.0,-21.0,-36.0,-25.0,-23.0,-21.0,-20.0,-22.0,-37.0,-24.0,-15.0,-24.0,-21.0,-18.0,-18.0,-29.0,-21.0,-33.0,-14.0,-25.0,-19.0,-23.0,-27.0
2021-01-26,-30.0,-80.0,-57.0,-22.0,-24.0,-21.0,-21.0,-19.0,-47.0,-19.0,-23.0,-22.0,-24.0,-36.0,-28.0,-26.0,-23.0,-20.0,-25.0,-38.0,-25.0,-18.0,-27.0,-25.0,-19.0,-21.0,-34.0,-24.0,-37.0,-19.0,-28.0,-26.0,-27.0,-29.0
2021-01-27,-27.0,-78.0,-55.0,-12.0,-20.0,-18.0,-13.0,-20.0,-46.0,-18.0,-20.0,-20.0,-19.0,-35.0,-23.0,-19.0,-24.0,-19.0,-21.0,-35.0,-21.0,-14.0,-28.0,-25.0,-16.0,-18.0,-31.0,-20.0,-37.0,-13.0,-24.0,-19.0,-25.0,-28.0
2021-01-28,-24.0,-79.0,-53.0,-15.0,-17.0,-16.0,-13.0,-16.0,-44.0,-14.0,-15.0,-13.0,-14.0,-29.0,-20.0,-20.0,-16.0,-12.0,-18.0,-31.0,-18.0,-11.0,-23.0,-21.0,-19.0,-16.0,-29.0,-20.0,-36.0,-10.0,-18.0,-17.0,-21.0,-26.0
2021-01-29,-21.0,-76.0,-53.0,-8.0,-16.0,-13.0,-9.0,-13.0,-40.0,-10.0,-15.0,-12.0,-9.0,-28.0,-15.0,-13.0,-17.0,-13.0,-18.0,-26.0,-15.0,-9.0,-17.0,-18.0,-14.0,-11.0,-24.0,-18.0,-28.0,-10.0,-14.0,-16.0,-22.0,-21.0
2021-01-30,-29.0,-72.0,-60.0,-17.0,-23.0,-21.0,-19.0,-18.0,-50.0,-19.0,-21.0,-21.0,-20.0,-35.0,-25.0,-20.0,-24.0,-20.0,-17.0,-23.0,-20.0,-20.0,-22.0,-27.0,-22.0,-18.0,-34.0,-24.0,-36.0,-14.0,-22.0,-26.0,-31.0,-28.0
2021-01-31,-27.0,-70.0,-53.0,-19.0,-23.0,-22.0,-14.0,-17.0,-46.0,-21.0,-16.0,-18.0,-20.0,-37.0,-28.0,-18.0,-23.0,-23.0,-26.0,-26.0,-22.0,-16.0,-28.0,-28.0,-19.0,-15.0,-28.0,-21.0,-46.0,-12.0,-32.0,-22.0,-21.0,-27.0
2021-02-01,-25.0,-78.0,-52.0,-16.0,-22.0,-20.0,-13.0,-17.0,-47.0,-18.0,-19.0,-19.0,-19.0,-34.0,-24.0,-18.0,-21.0,-18.0,-20.0,-35.0,-21.0,-16.0,-23.0,-20.0,-18.0,-18.0,-28.0,-21.0,-33.0,-14.0,-24.0,-18.0,-21.0,-26.0
2021-02-02,-24.0,-77.0,-53.0,-16.0,-21.0,-16.0,-13.0,-14.0,-43.0,-13.0,-18.0,-17.0,-17.0,-31.0,-20.0,-16.0,-17.0,-17.0,-20.0,-32.0,-19.0,-12.0,-25.0,-20.0,-11.0,-15.0,-27.0,-19.0,-29.0,-13.0,-21.0,-17.0,-18.0,-24.0
2021-02-03,-26.0,-77.0,-52.0,-10.0,-21.0,-20.0,-13.0,-18.0,-46.0,-18.0,-19.0,-15.0,-17.0,-33.0,-24.0,-17.0,-25.0,-19.0,-22.0,-34.0,-21.0,-13.0,-27.0,-24.0,-18.0,-18.0,-30.0,-21.0,-34.0,-13.0,-22.0,-18.0,-20.0,-28.0
2021-02-04,-26.0,-78.0,-55.0,-12.0,-22.0,-14.0,-16.0,-15.0,-45.0,-13.0,-17.0,-14.0,-16.0,-31.0,-24.0,-21.0,-17.0,-18.0,-23.0,-32.0,-19.0,-7.0,-24.0,-20.0,-20.0,-16.0,-29.0,-21.0,-35.0,-12.0,-20.0,-16.0,-23.0,-28.0
2021-02-05,-16.0,-73.0,-48.0,-1.0,-14.0,-9.0,-5.0,-5.0,-36.0,-4.0,-11.0,-8.0,0.0,-24.0,-14.0,-9.0,-11.0,-11.0,-14.0,-21.0,-8.0,-2.0,-11.0,-10.0,-7.0,-6.0,-18.0,-14.0,-22.0,-6.0,-8.0,-7.0,-14.0,-17.0
2021-02-06,-22.0,-61.0,-52.0,-10.0,-15.0,-10.0,-10.0,-10.0,-43.0,-12.0,-13.0,-14.0,-13.0,-29.0,-22.0,-8.0,-17.0,-14.0,-10.0,-15.0,-14.0,-11.0,-18.0,-22.0,-14.0,-6.0,-27.0,-18.0,-28.0,-13.0,-16.0,-16.0,-21.0,-19.0
2021-02-07,-35.0,-78.0,-59.0,-26.0,-30.0,-31.0,-21.0,-27.0,-53.0,-30.0,-23.0,-27.0,-26.0,-41.0,-35.0,-28.0,-31.0,-26.0,-31.0,-31.0,-30.0,-26.0,-35.0,-35.0,-27.0,-23.0,-37.0,-30.0,-51.0,-26.0,-40.0,-34.0,-36.0,-36.0
2021-02-08,-29.0,-79.0,-55.0,-17.0,-26.0,-28.0,-20.0,-27.0,-49.0,-24.0,-22.0,-24.0,-23.0,-36.0,-29.0,-23.0,-28.0,-21.0,-22.0,-37.0,-26.0,-22.0,-25.0,-24.0,-24.0,-23.0,-31.0,-25.0,-37.0,-22.0,-27.0,-24.0,-26.0,-29.0
2021-02-09,-28.0,-78.0,-54.0,-16.0,-23.0,-22.0,-18.0,-19.0,-46.0,-18.0,-21.0,-19.0,-19.0,-34.0,-23.0,-20.0,-21.0,-19.0,-23.0,-35.0,-23.0,-17.0,-24.0,-22.0,-15.0,-19.0,-32.0,-25.0,-34.0,-19.0,-25.0,-24.0,-25.0,-27.0
2021-02-10,-21.0,-75.0,-50.0,-5.0,-15.0,-14.0,-7.0,-14.0,-42.0,-15.0,-15.0,-10.0,-12.0,-27.0,-18.0,-11.0,-18.0,-14.0,-16.0,-29.0,-16.0,-9.0,-19.0,-16.0,-11.0,-14.0,-24.0,-15.0,-30.0,-11.0,-18.0,-13.0,-19.0,-21.0
2021-02-11,-21.0,-77.0,-51.0,-9.0,-16.0,-12.0,-8.0,-12.0,-42.0,-10.0,-10.0,-10.0,-11.0,-26.0,-18.0,-16.0,-11.0,-9.0,-15.0,-28.0,-16.0,-5.0,-19.0,-18.0,-18.0,-10.0,-26.0,-13.0,-30.0,-11.0,-14.0,-13.0,-16.0,-22.0
2021-02-12,-18.0,-73.0,-49.0,-4.0,-14.0,-8.0,-7.0,-4.0,-39.0,-9.0,-12.0,-10.0,-5.0,-25.0,-16.0,-10.0,-10.0,-7.0,-13.0,-23.0,-11.0,-3.0,-9.0,-15.0,-9.0,-2.0,-21.0,-10.0,-25.0,-10.0,-10.0,-9.0,-15.0,-17.0
2021-02-13,-17.0,-58.0,-51.0,-5.0,-11.0,-3.0,-7.0,-3.0,-40.0,-7.0,-9.0,-8.0,-9.0,-26.0,-17.0,-6.0,-9.0,-7.0,-5.0,-11.0,-11.0,-4.0,-10.0,-15.0,-6.0,-1.0,-21.0,-10.0,-26.0,-6.0,-10.0,-8.0,-17.0,-14.0
2021-02-14,-24.0,-69.0,-50.0,-12.0,-18.0,-17.0,-10.0,-14.0,-42.0,-16.0,-13.0,-14.0,-17.0,-33.0,-22.0,-14.0,-19.0,-16.0,-20.0,-21.0,-20.0,-11.0,-23.0,-21.0,-11.0,-9.0,-24.0,-18.0,-43.0,-12.0,-29.0,-18.0,-19.0,-25.0
2021-02-15,-20.0,-75.0,-48.0,-11.0,-14.0,-12.0,-7.0,-12.0,-42.0,-13.0,-11.0,-14.0,-16.0,-29.0,-20.0,-11.0,-16.0,-11.0,-11.0,-33.0,-19.0,-10.0,-17.0,-10.0,-10.0,-9.0,-25.0,-13.0,-27.0,-12.0,-18.0,-11.0,-14.0,-21.0
2021-02-16,-21.0,-74.0,-51.0,-13.0,-17.0,-10.0,-11.0,-8.0,-40.0,-9.0,-15.0,-12.0,-14.0,-28.0,-17.0,-12.0,-12.0,-11.0,-16.0,-29.0,-17.0,-7.0,-20.0,-14.0,-8.0,-9.0,-25.0,-15.0,-27.0,-13.0,-17.0,-15.0,-15.0,-22.0
2021-02-17,-22.0,-73.0,-49.0,-7.0,-18.0,-13.0,-9.0,-15.0,-43.0,-14.0,-18.0,-14.0,-15.0,-28.0,-20.0,-13.0,-18.0,-16.0,-17.0,-32.0,-17.0,-6.0,-22.0,-17.0,-13.0,-12.0,-25.0,-16.0,-29.0,-11.0,-19.0,-12.0,-19.0,-23.0
2021-02-18,-18.0,-74.0,-50.0,-7.0,-11.0,-9.0,-5.0,-10.0,-38.0,-8.0,-8.0,-7.0,-8.0,-23.0,-14.0,-9.0,-11.0,-7.0,-10.0,-26.0,-14.0,-1.0,-19.0,-13.0,-11.0,-6.0,-22.0,-14.0,-25.0,-8.0,-12.0,-9.0,-12.0,-20.0
2021-02-19,-16.0,-72.0,-46.0,-3.0,-13.0,-6.0,-4.0,-4.0,-36.0,-6.0,-11.0,-7.0,-4.0,-22.0,-13.0,-6.0,-11.0,-9.0,-10.0,-24.0,-8.0,1.0,-9.0,-11.0,-8.0,-2.0,-17.0,-12.0,-20.0,-9.0,-7.0,-8.0,-10.0,-15.0
2021-02-20,-16.0,-49.0,-45.0,-5.0,-10.0,-6.0,-6.0,-9.0,-36.0,-9.0,-8.0,-12.0,-4.0,-22.0,-16.0,-4.0,-14.0,-13.0,-4.0,-11.0,-10.0,-2.0,-14.0,-14.0,-10.0,-1.0,-17.0,-15.0,-20.0,-6.0,-10.0,-8.0,-10.0,-16.0
2021-02-21,-23.0,-63.0,-46.0,-15.0,-19.0,-18.0,-7.0,-16.0,-39.0,-16.0,-12.0,-16.0,-15.0,-30.0,-25.0,-13.0,-22.0,-20.0,-19.0,-23.0,-18.0,-8.0,-23.0,-20.0,-15.0,-9.0,-23.0,-18.0,-39.0,-12.0,-27.0,-15.0,-13.0,-26.0
2021-02-22,-22.0,-75.0,-48.0,-11.0,-16.0,-15.0,-10.0,-16.0,-44.0,-15.0,-15.0,-15.0,-17.0,-30.0,-22.0,-13.0,-17.0,-14.0,-13.0,-33.0,-21.0,-12.0,-18.0,-17.0,-14.0,-13.0,-25.0,-18.0,-29.0,-15.0,-20.0,-14.0,-15.0,-25.0
2021-02-23,-18.0,-73.0,-46.0,-10.0,-13.0,-9.0,-5.0,-6.0,-35.0,-7.0,-12.0,-12.0,-8.0,-23.0,-12.0,-8.0,-10.0,-9.0,-10.0,-28.0,-15.0,-2.0,-15.0,-12.0,-4.0,-10.0,-22.0,-15.0,-22.0,-9.0,-15.0,-11.0,-9.0,-21.0
2021-02-24,-18.0,-72.0,-46.0,-4.0,-12.0,-9.0,-4.0,-10.0,-39.0,-9.0,-11.0,-9.0,-5.0,-26.0,-14.0,-9.0,-15.0,-11.0,-10.0,-28.0,-13.0,1.0,-18.0,-13.0,-7.0,-10.0,-21.0,-11.0,-23.0,-8.0,-14.0,-7.0,-11.0,-21.0
2021-02-25,-17.0,-74.0,-48.0,-7.0,-10.0,-5.0,-4.0,-9.0,-38.0,-4.0,-7.0,-7.0,-6.0,-24.0,-14.0,-8.0,-8.0,-6.0,-8.0,-25.0,-13.0,2.0,-17.0,-13.0,-14.0,-5.0,-21.0,-11.0,-24.0,-7.0,-11.0,-9.0,-10.0,-18.0
2021-02-26,-9.0,-69.0,-42.0,4.0,-5.0,0.0,5.0,2.0,-30.0,2.0,-3.0,-2.0,7.0,-19.0,-4.0,1.0,-6.0,-2.0,-1.0,-16.0,-3.0,10.0,-5.0,-4.0,-4.0,4.0,-8.0,-7.0,-12.0,-2.0,-2.0,0.0,-4.0,-10.0
2021-02-27,-12.0,-49.0,-42.0,-4.0,-4.0,-3.0,-2.0,-4.0,-33.0,-3.0,-3.0,-5.0,1.0,-19.0,-11.0,-1.0,-11.0,-8.0,1.0,-8.0,-7.0,3.0,-9.0,-11.0,-4.0,5.0,-14.0,-11.0,-15.0,-3.0,-6.0,-3.0,-5.0,-10.0
2021-02-28,-20.0,-67.0,-47.0,-11.0,-15.0,-13.0,-6.0,-10.0,-40.0,-10.0,-7.0,-12.0,-12.0,-30.0,-20.0,-10.0,-15.0,-14.0,-13.0,-22.0,-18.0,-7.0,-21.0,-17.0,-12.0,-7.0,-20.0,-16.0,-37.0,-10.0,-26.0,-13.0,-12.0,-22.0
2021-03-01,-16.0,-73.0,-44.0,-8.0,-8.0,-8.0,-1.0,-9.0,-41.0,-6.0,-8.0,-9.0,-10.0,-28.0,-16.0,-5.0,-13.0,-8.0,-5.0,-28.0,-15.0,-7.0,-13.0,-10.0,-11.0,-7.0,-19.0,-10.0,-23.0,-7.0,-14.0,-10.0,-9.0,-17.0
2021-03-02,-18.0,-73.0,-46.0,-10.0,-12.0,-8.0,-7.0,-7.0,-38.0,-3.0,-10.0,-10.0,-11.0,-27.0,-14.0,-10.0,-11.0,-9.0,-10.0,-29.0,-15.0,-2.0,-15.0,-12.0,-5.0,-8.0,-19.0,-12.0,-22.0,-10.0,-14.0,-11.0,-10.0,-18.0
2021-03-03,-22.0,-75.0,-51.0,-10.0,-17.0,-13.0,-8.0,-13.0,-43.0,-12.0,-14.0,-12.0,-14.0,-30.0,-20.0,-13.0,-19.0,-13.0,-14.0,-32.0,-18.0,-6.0,-20.0,-19.0,-15.0,-12.0,-26.0,-14.0,-31.0,-14.0,-19.0,-14.0,-16.0,-24.0
2021-03-04,-16.0,-74.0,-48.0,-3.0,-9.0,-6.0,-4.0,-6.0,-37.0,-3.0,-5.0,-6.0,-3.0,-24.0,-11.0,-11.0,-7.0,-7.0,-7.0,-24.0,-12.0,3.0,-14.0,-10.0,-9.0,-6.0,-20.0,-12.0,-23.0,-7.0,-9.0,-7.0,-8.0,-18.0
2021-03-05,-11.0,-71.0,-44.0,2.0,-7.0,-3.0,0.0,-2.0,-32.0,0.0,-5.0,-3.0,3.0,-21.0,-8.0,-2.0,-7.0,-3.0,-4.0,-20.0,-5.0,5.0,-3.0,-5.0,-5.0,2.0,-11.0,-8.0,-15.0,-5.0,-4.0,-3.0,-7.0,-14.0
2021-03-06,-14.0,-54.0,-46.0,-2.0,-6.0,-1.0,-3.0,-3.0,-36.0,-4.0,-5.0,-6.0,-5.0,-22.0,-12.0,-2.0,-12.0,-7.0,1.0,-9.0,-9.0,0.0,-10.0,-11.0,-7.0,4.0,-17.0,-8.0,-17.0,-5.0,-7.0,-7.0,-8.0,-15.0
2021-03-07,-17.0,-63.0,-44.0,-8.0,-11.0,-9.0,-1.0,-11.0,-36.0,-7.0,-4.0,-9.0,-11.0,-28.0,-16.0,-8.0,-16.0,-10.0,-13.0,-18.0,-16.0,-6.0,-16.0,-14.0,-6.0,-2.0,-18.0,-12.0,-35.0,-7.0,-23.0,-10.0,-7.0,-21.0
2021-03-08,-11.0,-71.0,-42.0,5.0,-1.0,-1.0,4.0,-2.0,-37.0,-1.0,-1.0,-1.0,-6.0,-25.0,-9.0,3.0,-4.0,-1.0,0.0,-26.0,-12.0,0.0,-6.0,-1.0,2.0,0.0,-16.0,-5.0,-20.0,0.0,-13.0,0.0,-3.0,-14.0
2021-03-09,-12.0,-71.0,-41.0,-4.0,-6.0,-1.0,0.0,1.0,-32.0,0.0,-5.0,-5.0,-2.0,-20.0,-8.0,-2.0,-4.0,-3.0,-4.0,-24.0,-7.0,5.0,-9.0,-4.0,0.0,2.0,-16.0,-7.0,-17.0,-4.0,-10.0,-2.0,1.0,-15.0
2021-03-10,-20.0,-73.0,-49.0,-4.0,-15.0,-8.0,-9.0,-11.0,-43.0,-12.0,-13.0,-9.0,-12.0,-29.0,-19.0,-11.0,-14.0,-11.0,-12.0,-30.0,-16.0,-3.0,-17.0,-17.0,-12.0,-13.0,-25.0,-10.0,-28.0,-11.0,-16.0,-12.0,-15.0,-22.0
2021-03-11,-11.0,-71.0,-44.0,0.0,-4.0,1.0,1.0,-2.0,-33.0,1.0,-3.0,-1.0,0.0,-17.0,-7.0,-3.0,-1.0,0.0,-3.0,-20.0,-9.0,7.0,-11.0,-6.0,-5.0,1.0,-16.0,-5.0,-19.0,-2.0,-6.0,-1.0,-2.0,-15.0
2021-03-12,-7.0,-70.0,-42.0,6.0,-3.0,6.0,5.0,5.0,-29.0,4.0,0.0,2.0,6.0,-18.0,-5.0,5.0,1.0,1.0,-1.0,-16.0,-2.0,11.0,0.0,-4.0,1.0,5.0,-10.0,-1.0,-10.0,-2.0,0.0,1.0,-2.0,-6.0
