NAME,time:Treat,"(0, '15,069 < 30,138 ft2 (1,400 < 2,800 m2)')","(0, '3,013 < 15,069 ft2 (280 < 1,400 m2)')","(0, '30,138 ft2 > (2,800 m2)')","(0, '< 3,013 ft2 (280m2)')",FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodPT30pct,FoodCyct,FoodCyc15n,FoodCyc30n,FoodCyc45n,FoodCyc60n,FoodCyc15pct,FoodCyc30pct,FoodCyc45pct,FoodCyc60pct,FoodCart,FoodCar15n,NUMPOINTS,PointsDens,NearestDist_mean,NearestDist_median,NUMPOINTS(500m)_mean,NUMPOINTS(500m)_median,NUMPOINT(1km)_mean,NUMPOINT(1km)_median,NUMPOINT(2km)_mean,NUMPOINT(2km)_median,0-18,19-34,35-49,50-64,65+,Total_pop,IMD - Average rank ,IMD - Rank of average rank ,IMD - Average score ,IMD - Rank of average score ,IMD - Proportion of LSOAs in most deprived 10% nationally ,IMD - Rank of proportion of LSOAs in most deprived 10% nationally ,IMD 2019 - Extent ,IMD 2019 - Rank of extent ,IMD 2019 - Local concentration ,IMD 2019 - Rank of local concentration ,Income - Average rank,Income - Rank of average rank,Income - Average score,Income - Rank of average score,Income - Proportion of LSOAs in most deprived 10% nationally,Income - Rank of Proportion of LSOAs in most deprived 10% nationally,Income - Scale,Income - Rank of scale,Employment - Average rank,Employment - Rank of average rank,Employment - Average score,Employment - Rank of average score,Employment - Proportion of LSOAs in most deprived 10% nationally,Employment - Rank of proportion of LSOAs in most deprived 10% nationally,Employment - Scale,Employment - Rank of scale,"Education, Skills and Training - Average rank","Education, Skills and Training - Rank of average rank","Education, Skills and Training - Average score","Education, Skills and Training - Rank of average score","Education, Skills and Training - Proportion of LSOAs in most deprived 10% nationally","Education, Skills and Training - Rank of proportion of LSOAs in most deprived 10% nationally",Health Deprivation and Disability - Average rank,Health Deprivation and Disability - Rank of average rank,Health Deprivation and Disability - Average score,Health Deprivation and Disability - Rank of average score,Health Deprivation and Disability - Proportion of LSOAs in most deprived 10% nationally,Health Deprivation and Disability - Rank of proportion of LSOAs in most deprived 10% nationally,Crime - Average rank,Crime - Rank of average rank,Crime - Average score,Crime - Rank of average score,Crime - Proportion of LSOAs in most deprived 10% nationally,Crime - Rank of proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Average rank,Barriers to Housing and Services - Rank of average rank,Barriers to Housing and Services - Average score,Barriers to Housing and Services - Rank of average score,Barriers to Housing and Services - Proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Rank of proportion of LSOAs in most deprived 10% nationally,Living Environment - Average rank,Living Environment - Rank of average rank,Living Environment - Average score,Living Environment - Rank of average score,Living Environment - Proportion of LSOAs in most deprived 10% nationally,Living Environment - Rank of proportion of LSOAs in most deprived 10% nationally,Cars: No cars or vans in household; measures: Value,Cars: 1 car or van in household; measures: Value,Cars: 2 cars or vans in household; measures: Value,Cars: 3 cars or vans in household; measures: Value,Cars: 4 or more cars or vans in household; measures: Value,Total_car,WA_HubDist,WA_NUMPOINTS(500m),WA_NUMPOINTS(1km),WA_NUMPOINTS(2km),pop_den,NNI,z.score,p,expected.mean.distance,observed.mean.distance,Employee,employee/pop
Bexley,35.72207565,0.06666666666666667,0.4222222222222222,0.15555555555555556,0.35555555555555557,6.794520547945205,6.13013698630137,10.0,99.0,100.0,7.589041095890411,9.623287671232877,10.0,10.0,10.0,100.0,100.0,100.0,100.0,6.9520547945205475,9.993150684931507,45,0.006999999999999999,586.35318,548.9784589999999,0.787671,0,2.958904,3.0,10.5,10.5,0.24342741036251456,0.20643671895003757,0.2055818486673109,0.17899827374020202,0.1655557482799349,242142,13529.7,190,16.3,187,0.0,195,0.1,175,27051.8,179,14732.3,171,0.1,170,0.0,198,25467,95,13522.2,194,0.1,193,0.0,203,10756.0,98,16899.3,140,18.3,175,0,241,9446.2,228,-0.6,230,0,173,14596.5,165,-0.1,156,0.0,172,20691.0,58,25.9,61,0.1,101,16997.0,123,19.8,144,0.0,251,0.23668524037838537,0.4541272515226124,0.23441751976156538,0.05619627661872057,0.018573711718716253,108507,587.3136620188169,0.8157414604872587,2.949940995702554,10.267122322151382,37.66607882931546,0.861968672,-1.7713925190000002,0.076495452,444.3610712,383.0253224,74670,0.3083727730009664
Enfield,16.0213227,0.058823529411764705,0.3333333333333333,0.1568627450980392,0.45098039215686275,7.972677595628415,4.73224043715847,9.989071038251366,96.34426229508196,100.0,8.081967213114755,9.551912568306012,10.0,10.0,10.0,99.42622950819673,100.0,100.0,100.0,7.573770491803279,9.934426229508198,51,0.006,581.6048030000001,531.604415,0.7868850000000001,0,2.939891,3.0,10.437158,10.0,0.26619127797754794,0.22875594108996355,0.2145125489825931,0.16252325436238138,0.12801697758751404,328433,20418.7,59,25.8,74,0.1,119,0.3,61,29748.5,116,21937.5,30,0.2,41,0.1,65,56010,17,18498.5,92,0.1,104,0.0,176,20119.5,40,16856.0,141,20.3,145,0,242,9915.4,221,-0.5,222,0,173,19084.4,84,0.2,89,0.0,147,29478.9,5,39.7,5,0.6,6,21993.3,53,27.5,65,0.0,182,0.32466893492111143,0.43256946529237134,0.1834367390506688,0.04443110177123987,0.01489375896460856,119653,565.0514086802417,0.835338562107168,2.9816054213077527,10.35831980203359,39.95523127971022,0.835968904,-2.241001559,0.025025974,489.4977368,409.2048863,105493,0.3212009755414346
Waltham Forest,19.66666667,0.11363636363636363,0.18181818181818182,0.13636363636363635,0.5681818181818182,6.409722222222222,6.555555555555555,10.0,98.04166666666667,100.0,7.319444444444445,9.743055555555555,10.0,10.0,10.0,99.81944444444444,100.0,100.0,100.0,7.145833333333333,10.0,44,0.011000000000000001,443.066507,389.38142400000004,1.284722,1,4.569444,4.0,16.347222,18.0,0.2509643397130951,0.26666666666666666,0.23220857764501973,0.1473429951690821,0.10281742080613637,271170,21186.6,45,25.2,82,0.0,162,0.2,115,28906.7,141,21174.6,43,0.2,72,0.1,111,41052,46,17533.2,111,0.1,135,0.0,160,16108.0,61,16218.9,155,17.0,199,0,243,14437.3,161,-0.2,162,0,173,21961.7,46,0.4,56,0.0,137,28669.3,6,36.5,7,0.5,8,25529.8,19,34.3,33,0.2,55,0.41898183995622595,0.42052012677961204,0.12621178802614055,0.0266567555569321,0.007629489681089396,76217,431.3026302843087,1.3453172216345408,4.665773711744042,16.732669514013494,69.87489412602012,1.070531677,0.895037913,0.370766821,344.3166465,368.601877,79221,0.292145148799646
Redbridge,23.15555556,0.16666666666666666,0.38095238095238093,0.047619047619047616,0.40476190476190477,7.37888198757764,5.111801242236025,10.0,97.40993788819875,100.0,7.60248447204969,9.422360248447205,10.0,10.0,10.0,100.0,100.0,100.0,100.0,7.15527950310559,9.987577639751553,42,0.006999999999999999,603.473804,528.314263,0.8633540000000001,0,3.285714,3.0,11.639752,11.0,0.26620573935369096,0.24050432456291085,0.2167167015394568,0.1545420545632815,0.12203117998065992,296793,15082.6,160,17.2,173,0.0,195,0.0,207,25538.1,207,17685.5,110,0.1,132,0.0,177,35863,58,13372.1,195,0.1,208,0.0,206,13017.3,80,11277.8,260,11.1,270,0,243,7444.1,265,-0.7,261,0,173,20354.9,71,0.3,71,0.1,120,23376.2,31,28.0,36,0.1,144,20635.3,67,25.2,82,0.0,205,0.27947126784723275,0.44950305231824833,0.20870793602744564,0.04805004792896423,0.014267695878109075,106339,584.0111490913898,0.9539056817660588,3.44304801095596,11.966024729541122,52.583481345977525,0.747679703,-3.128295107,0.001758236,444.2605846,332.16462189999993,78894,0.26582163325954455
Sutton,-12.96469384,0.05128205128205128,0.2564102564102564,0.15384615384615385,0.5384615384615384,7.371900826446281,5.0578512396694215,10.0,97.59504132231405,100.0,7.636363636363637,9.603305785123966,10.0,10.0,10.0,99.81818181818181,100.0,100.0,100.0,7.140495867768595,9.983471074380166,39,0.009000000000000001,522.423816,456.564712,0.9834709999999999,1,3.603306,3.0,12.520661,13.0,0.24269904319368457,0.19826625696370132,0.2338754403057783,0.17447350670763695,0.15068575282919883,200145,11415.3,227,14.0,226,0.0,188,0.1,186,26618.0,186,13312.0,199,0.1,197,0.0,169,18870,118,12008.2,223,0.1,217,0.0,154,8299.3,125,11318.2,259,12.0,263,0,238,9551.5,225,-0.6,232,0,173,14074.4,172,-0.2,172,0.0,201,18566.7,110,22.8,134,0.0,239,17857.3,105,21.3,126,0.0,245,0.23413155269015273,0.46191828485174097,0.23299306674853532,0.05267736075933175,0.01827973495023921,91266,512.7276142686761,1.0402618864157325,3.6659252043867427,12.51006789468328,45.64624519180112,1.098553394,1.1774291190000001,0.239024273,361.83468660000005,397.4947231,72286,0.36116815308901046
Richmond upon Thames,27.0387114,0.08695652173913043,0.30434782608695654,0.043478260869565216,0.5652173913043478,6.739130434782608,5.965217391304348,10.0,99.08695652173913,100.0,7.373913043478261,9.678260869565218,10.0,10.0,10.0,100.0,100.0,100.0,100.0,7.095652173913043,9.982608695652173,46,0.008,428.460491,407.315604,1.252174,1,4.208696,4.0,13.886957,14.0,0.2370923843270169,0.18243722076721614,0.25643711806090486,0.17587942279053048,0.14815385405433165,194730,7159.2,297,9.4,295,0.0,195,0.0,273,20998.5,275,8767.3,285,0.1,283,0.0,201,12371,179,7627.3,297,0.1,291,0.0,196,5816.0,177,3528.7,317,3.5,317,0,243,3290.6,310,-1.4,311,0,173,15404.3,146,-0.1,146,0.0,197,12828.8,242,17.5,242,0.0,250,21705.8,55,26.6,69,0.0,251,0.24739775787561846,0.5020229222771967,0.20403331871985972,0.036650591845681715,0.00989540928164339,84918,424.81181210289355,1.2796448825617743,4.252546472813215,13.75182179487827,33.13926506834197,0.855946798,-1.8691007569999998,0.061608798,416.96711760000005,356.90166939999995,78387,0.40254198120474505
Merton,22.40668439,0.12,0.4,0.04,0.44,6.330645161290323,6.983870967741935,10.0,99.33064516129032,100.0,7.290322580645161,9.951612903225806,10.0,10.0,10.0,100.0,100.0,100.0,100.0,6.991935483870968,10.0,50,0.013000000000000001,440.638637,381.628227,1.4596770000000001,1,5.580645,5.0,20.733871,20.0,0.2360032263583702,0.243643829589617,0.24253415784713905,0.1559211008725833,0.12189768533229046,204565,12224.6,214,14.6,213,0.0,195,0.0,214,25452.0,209,14087.0,184,0.1,181,0.0,181,20586,114,10933.5,241,0.1,238,0.0,209,8321.8,124,9047.2,288,9.2,290,0,243,9260.8,234,-0.6,243,0,173,15738.5,139,-0.1,136,0.0,181,17907.6,128,22.2,145,0.0,220,23193.2,38,29.6,50,0.0,162,0.32560915220234393,0.47687189710121003,0.15823355384283302,0.030181444189087955,0.009103952664525058,72777,431.7397182991189,1.5358270232585163,5.655111644750857,21.021626934175107,54.36992653222647,0.904981079,-1.285363542,0.198665275,331.7341966,300.21317139999996,75223,0.3677217510326791
Wandsworth,22.58073331,0.08860759493670886,0.26582278481012656,0.0379746835443038,0.6075949367088608,5.094972067039106,8.279329608938548,10.0,99.89385474860335,100.0,6.849162011173185,9.938547486033519,10.0,10.0,10.0,100.0,100.0,100.0,100.0,6.731843575418995,10.0,79,0.022000000000000002,369.233946,331.78488500000003,2.117318,2,7.955307,8.0,30.011173,33.0,0.20148850399308205,0.34456228699323466,0.236834910219238,0.12393496617325397,0.09317933262119131,314544,14312.2,173,16.6,183,0.0,195,0.0,199,25999.8,198,15134.7,162,0.1,167,0.0,180,33856,65,11027.8,238,0.1,241,0.0,209,14180.0,72,6838.0,308,6.6,308,0,243,11755.8,193,-0.4,196,0,173,17975.9,101,0.1,103,0.0,152,22221.2,39,27.0,47,0.1,122,24522.8,26,32.5,39,0.1,107,0.4532273761810978,0.4322760607848697,0.0968174538097829,0.013778516855310247,0.00390059236893933,89513,363.9791545212617,2.138074539625148,7.977189794859817,30.047322075849998,89.3077896730912,0.7917470990000001,-3.5410779580000002,0.000398496,345.59670689999996,273.62519019999996,117924,0.3749046238364108
Hammersmith and Fulham,18.53805905,0.08771929824561403,0.2631578947368421,0.017543859649122806,0.631578947368421,4.132743362831858,9.725663716814159,10.0,100.0,100.0,6.477876106194691,10.0,10.0,10.0,10.0,100.0,100.0,100.0,100.0,6.433628318584071,10.0,57,0.033,254.552965,223.610183,3.283186,3,12.053097,13.0,42.451327,44.0,0.1992363859316649,0.3177247645058804,0.23941809263697675,0.14070007245972913,0.10292068446574884,179410,18643.5,96,22.3,112,0.0,185,0.2,124,28576.7,152,19094.3,78,0.1,88,0.1,108,25704,94,16749.6,130,0.1,133,0.0,170,11701.8,92,8311.5,299,8.1,300,0,243,16097.8,137,-0.1,141,0,163,21048.9,58,0.3,63,0.1,110,23737.6,30,28.3,34,0.1,150,26012.4,16,35.0,25,0.1,68,0.5524754932373743,0.3660007445092443,0.07024444720188609,0.009058195805931257,0.0022211192455639656,43843,257.22005317915557,3.257595480250401,11.901735415327611,42.2367791382877,104.587302503368,1.151941377,2.194544387,0.028196297000000002,217.54898870000002,250.60368169999998,124530,0.6941084666406555
Kensington and Chelsea,2.47065002,0.10526315789473684,0.3157894736842105,0.07894736842105263,0.5,4.223300970873787,9.650485436893204,10.0,100.0,100.0,6.436893203883495,10.0,10.0,10.0,10.0,100.0,100.0,100.0,100.0,6.660194174757281,10.0,38,0.031,264.072154,235.97798799999998,2.679612,3,10.805825,11.0,40.873785999999996,42.0,0.18802112725174527,0.254782481881416,0.24338188205007893,0.17034322273018368,0.14347128608657608,157711,17177.5,122,21.5,121,0.1,91,0.2,106,30007.4,112,13962.5,187,0.1,137,0.2,48,18502,122,12503.4,211,0.1,179,0.1,84,8196.5,126,5295.1,313,5.2,315,0,243,6985.2,270,-1.2,307,0,173,20751.8,64,0.3,68,0.1,87,28557.0,7,36.1,9,0.4,10,28690.6,3,42.0,6,0.4,13,0.5600234287460528,0.34208515839869613,0.07899561984312926,0.013318732810430885,0.005577060201690944,44536,262.84072788978585,2.713775147474204,10.853806787976609,41.11574403217852,127.35277326246651,1.005914982,0.069755128,0.944388563,251.03963650000003,252.5245315,116546,0.7389845984110176
Westminster,-11.44518874,0.08641975308641975,0.30864197530864196,0.012345679012345678,0.5925925925925926,4.390625,9.7265625,10.0,100.0,100.0,6.6015625,10.0,10.0,10.0,10.0,100.0,100.0,100.0,100.0,6.7578125,10.0,81,0.037000000000000005,296.016796,262.747368,3.296875,3,12.320313,13.0,43.351563,42.0,0.18506886120041766,0.3086517071882261,0.24156104647563548,0.14756973821600583,0.1171486469197149,242299,16573.8,134,20.3,137,0.0,155,0.2,131,29203.1,132,16667.5,121,0.1,101,0.1,76,32018,73,14096.2,182,0.1,160,0.1,87,14187.5,71,8630.1,293,8.5,297,0,243,9103.6,238,-0.9,272,0,167,17774.9,105,0.1,106,0.1,102,19435.9,83,23.1,129,0.0,250,27971.7,4,40.9,8,0.4,17,0.6290038951707446,0.3012990205347351,0.05606398668834852,0.009454297923836176,0.0041787996823355895,48810,292.666407041752,3.333392010470042,12.264280548146504,43.46361698626572,109.98567865256774,0.849725744,-2.587366674,0.009671261,231.00508619999997,196.29096859999999,579739,2.3926594827052527
Camden,-10.12780711,0.06493506493506493,0.36363636363636365,0.025974025974025976,0.5454545454545454,4.413533834586466,9.436090225563909,10.0,100.0,100.0,6.571428571428571,10.0,10.0,10.0,10.0,100.0,100.0,100.0,100.0,6.7894736842105265,10.0,77,0.035,312.622543,295.945194,3.082707,3,12.233083,11.0,44.518797,35.0,0.20044055604644506,0.32516520851741687,0.22045225442733937,0.13702454585806795,0.11691743515073073,241059,16763.3,132,20.1,138,0.0,195,0.1,139,27872.9,167,18655.6,87,0.1,90,0.1,97,34330,63,15925.9,151,0.1,148,0.0,199,14945.5,66,10337.7,274,10.5,279,0,243,10894.3,207,-0.6,227,0,173,20400.7,70,0.3,69,0.1,72,17780.1,132,21.6,152,0.0,250,24878.5,22,33.5,35,0.1,66,0.6110176963930527,0.31774560666024154,0.05902557057026268,0.009350585436873296,0.002860540939569791,46601,308.3584889703042,3.1585459339552417,12.397990586196297,44.76923960019109,110.63172233002224,0.836658495,-2.742033759,0.006106006999999999,249.7032001,208.9163037,272367,1.1298769180988886
Tower Hamlets,-39.8,0.046875,0.21875,0.046875,0.6875,4.569444444444445,9.1875,10.0,99.85416666666667,100.0,6.805555555555555,9.98611111111111,10.0,10.0,10.0,100.0,100.0,100.0,100.0,6.868055555555555,10.0,64,0.03,328.095759,290.98589599999997,2.694444,2,10.159722,9.0,39.881944,33.0,0.23096099391673103,0.39513812678670623,0.2143979731469062,0.0995915132300939,0.059911392919562656,295236,22507.1,27,27.9,50,0.0,175,0.3,57,29011.4,134,23902.9,10,0.2,23,0.2,55,56191,16,18064.2,101,0.1,114,0.0,202,20889.5,34,15428.0,176,16.9,201,0,239,19333.3,95,0.2,98,0,151,22835.7,28,0.5,33,0.2,35,25818.1,19,30.5,24,0.1,153,24554.1,24,33.2,36,0.1,71,0.6300502681296108,0.31927669198178893,0.04394757893281452,0.005145323286291318,0.0015801376694944548,43589,317.82716271858385,2.6888574111995567,10.104167885571757,39.502486566382856,136.8416515218301,0.959920817,-0.613394286,0.539615663,261.3013859,250.8286399,234726,0.7950453196764622
Islington,2.760820622,0.046875,0.390625,0.015625,0.546875,4.349593495934959,9.772357723577235,10.0,100.0,100.0,6.617886178861789,10.0,10.0,10.0,10.0,100.0,100.0,100.0,100.0,6.528455284552845,10.0,64,0.043,300.575113,278.779517,3.2520330000000004,3,13.162602,12.0,50.593496,43.0,0.18635700859055215,0.3837245050331149,0.2135823832194368,0.12845422764084816,0.087881875516048,227692,22490.2,28,27.5,53,0.0,126,0.3,74,29301.7,126,23301.6,17,0.2,35,0.1,79,40551,47,20245.8,63,0.1,84,0.1,105,18240.5,48,12332.8,244,12.5,255,0,243,20276.5,82,0.3,89,0,166,24433.6,13,0.6,21,0.2,48,24133.7,27,28.2,35,0.0,197,26061.4,13,35.4,23,0.2,52,0.6465111804694514,0.3047052033006969,0.04183590576766856,0.0052375048099533965,0.0017102056522296807,38629,287.0344605872115,3.3953074026568566,13.47655969678348,51.915473033443725,153.25941801107115,0.9106097129999999,-1.3680790840000001,0.17128732300000002,221.0813264,201.3188031,167159,0.7341452488449308
Hackney,18.58755261,0.08888888888888889,0.3333333333333333,0.0,0.5777777777777777,5.743055555555555,8.284722222222221,10.0,99.47916666666667,100.0,6.965277777777778,10.0,10.0,10.0,10.0,100.0,100.0,100.0,100.0,7.0,10.0,45,0.024,370.73097,320.413184,1.875,1,7.756944,7.0,32.493056,27.0,0.23759799857997316,0.34157593240374856,0.2288324925931846,0.1201298097833158,0.07186376663977785,269009,25312.6,7,32.5,22,0.1,78,0.4,25,30187.7,107,24634.7,5,0.2,19,0.2,40,52473,23,20677.3,57,0.1,75,0.0,139,21033.5,31,13748.7,214,15.0,229,0,239,21637.9,67,0.4,75,0,139,24250.5,15,0.6,20,0.2,30,31221.8,3,42.7,4,0.9,2,26058.4,14,36.1,21,0.2,55,0.6462877372406333,0.3063919756121546,0.040603795850132754,0.00516274953289409,0.0015537417641852689,41800,355.9170450318556,1.9937144280022767,8.08027532726238,33.653382896983494,141.21933831766674,1.025374739,0.325640737,0.7446961870000001,294.90542630000004,302.3885747,103604,0.38513209595218006
Haringey,14.8,0.06818181818181818,0.4090909090909091,0.06818181818181818,0.45454545454545453,6.213793103448276,6.324137931034483,10.0,99.44827586206897,100.0,7.213793103448276,9.993103448275862,10.0,10.0,10.0,100.0,100.0,100.0,100.0,7.027586206896552,10.0,44,0.015,429.965192,357.399561,1.455172,1,5.048276,5.0,19.358621,19.0,0.23402867362495602,0.28653834877448103,0.2437184824674563,0.14298331769672804,0.09273117743637856,272864,21887.6,37,28.0,49,0.1,84,0.3,52,30429.9,97,21844.2,31,0.2,42,0.1,66,45603,38,18938.8,83,0.1,93,0.0,130,18886.8,45,15035.5,184,17.6,190,0,243,15020.0,154,-0.1,157,0,168,25422.8,9,0.7,11,0.3,25,28056.1,9,35.1,12,0.4,13,25874.1,17,34.4,30,0.1,123,0.5183757540091217,0.3816487666127213,0.0834387720072581,0.013074395566671572,0.0034623118042273553,61515,421.5562665650826,1.4956057577415716,5.137351245314483,19.088904770944772,92.18886040008285,0.8580390790000001,-1.8014658319999999,0.071629488,359.389305,308.3700682,81001,0.2968548434384895
Newham,-3.5300809189999995,0.046511627906976744,0.4418604651162791,0.09302325581395349,0.4186046511627907,6.109756097560975,6.560975609756097,10.0,99.71341463414635,100.0,7.213414634146342,9.817073170731707,10.0,10.0,10.0,100.0,100.0,100.0,100.0,6.9939024390243905,10.0,43,0.011000000000000001,507.567791,451.406408,1.042683,1,4.231707,4.0,15.963415,16.0,0.2642863796020035,0.33164171301345785,0.20995922684237883,0.12375569757554451,0.07035698296661529,332817,24138.7,12,29.6,43,0.0,154,0.3,67,28987.1,137,23168.0,19,0.2,44,0.0,142,56769,15,17778.8,107,0.1,137,0.0,185,20831.8,35,17121.4,134,17.8,186,0,243,16231.9,136,0.0,135,0,170,22834.5,29,0.5,35,0.1,77,32336.6,1,49.3,1,1.0,1,24540.7,25,32.5,40,0.1,93,0.5205823540421005,0.3795447157674918,0.08279238369172273,0.013652616751544045,0.003427929747140929,61092,488.89558441879,1.2615720944457345,4.459375194685304,15.95812920874229,86.27105665759242,0.8788178440000001,-1.520210703,0.128458028,373.94161210000004,328.6265613,103887,0.3121445118488539
Barking and Dagenham,17.95258888,0.12903225806451613,0.2903225806451613,0.06451612903225806,0.5161290322580645,6.281818181818182,6.3,10.0,99.72727272727273,100.0,7.254545454545455,9.809090909090909,10.0,10.0,10.0,100.0,100.0,100.0,100.0,6.927272727272728,9.927272727272728,31,0.008,486.098759,456.38983099999996,0.8545450000000001,1,3.1272729999999997,3.0,11.027273,11.0,0.31236910767951126,0.23597997811653687,0.2164779506780408,0.1381034662019319,0.09706949732397922,201979,25551.9,5,32.8,21,0.0,139,0.5,20,29391.9,125,25142.7,4,0.2,20,0.0,136,39254,51,21951.1,43,0.1,70,0.0,209,14074.8,73,21696.4,44,25.5,101,0,243,19499.7,94,0.2,96,0,162,23668.3,21,0.5,28,0.1,55,31669.7,2,46.3,2,0.9,3,23068.5,41,29.1,52,0.0,165,0.39634907650579065,0.43315968484952855,0.13715359997703822,0.026678721602732453,0.006658917064910091,56966,484.31671943838927,0.8859919401050229,3.1036889519318382,11.048763303993312,53.43453086747017,1.267262067,2.846748184,0.004416829000000001,471.0022705,596.8833107999999,58444,0.28935681432228105
City of London,-37.39565092,0.0,0.2894736842105263,0.0,0.7105263157894737,3.1666666666666665,10.0,10.0,100.0,100.0,6.333333333333333,10.0,10.0,10.0,10.0,100.0,100.0,100.0,100.0,6.833333333333333,10.0,38,0.121,154.238922,129.008501,7.8333330000000005,7,32.833333,32.5,103.5,104.5,0.12990867579908677,0.3017123287671233,0.22363013698630138,0.18949771689497716,0.1552511415525114,8760,12420.5,208,14.7,212,0.0,195,0.0,220,24167.0,236,8080.0,292,0.1,280,0.0,201,431,316,8325.3,286,0.1,286,0.0,209,218.5,316,5270.4,314,5.5,314,0,243,8758.3,247,-0.7,254,0,173,1234.8,317,-1.7,317,0.0,201,28055.8,10,35.7,10,0.7,5,26411.2,10,39.0,13,0.3,22,0.6939566704675029,0.2508551881413911,0.039452679589509695,0.011630558722919042,0.004104903078677309,1692,154.03074236781094,7.67451908239893,32.655282378356134,102.4968624627096,27.814645236265726,1.330745597,3.9004683030000002,9.6e-05,117.22922790000001,156.00227890000002,356706,40.71986301369863
